V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.COUNTY_FIPS,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,V_GHG_EMITTER_FACILITIES.YEAR,V_GHG_EMITTER_FACILITIES.ZIP,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.107
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,5.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,57206.9
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,3.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,57206.9
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.07
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,5.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.107
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,5.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,3.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,3.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.107
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.9,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.107
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,57206.9
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.07
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,4.9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
New Haven,9009,1000069,Wallingford Energy  LLC,41.21475,-73.04628,CT,CONNECTICUT,2012,6460,5.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.07
San Bernardino,6071,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,2012,92394,251.5,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
San Bernardino,6071,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,2012,92394,246.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,3.582
San Bernardino,6071,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,2012,92394,253.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,1931034.8
San Bernardino,6071,1000070,High Desert Power Project,34.53969,-117.34889,CA,CALIFORNIA,2012,92394,253.9,Natural Gas (Weighted U.S. Average),,,2012,Methane,35.82
